_id,licensee_name,licence_number,premises_address,grade,demerit_points,suspension_start_date,suspension_end_date
18915,LEE LIAN KEE,SW03054X006,65 JURONG EAST STREET 13 FUHUA PRIMARY SCHOOL SINGAPORE 609647,A,na,na,na
18916,LIM CHOON ENG,SW03054X005,65 JURONG EAST STREET 13 FUHUA PRIMARY SCHOOL SINGAPORE 609647,A,na,na,na
18917,NG GECK HUE,SW03054X004,65 JURONG EAST STREET 13 FUHUA PRIMARY SCHOOL SINGAPORE 609647,A,na,na,na
18918,MAZLINA BINTI ANWAR,SW03054X003,65 JURONG EAST STREET 13 FUHUA PRIMARY SCHOOL SINGAPORE 609647,A,na,na,na
18919,ROHANA BINTE NAIMAN,SW03054X002,65 JURONG EAST STREET 13 FUHUA PRIMARY SCHOOL SINGAPORE 609647,A,na,na,na
18920,OOI KIM LIAN,SW03054X001,65 JURONG EAST STREET 13 FUHUA PRIMARY SCHOOL SINGAPORE 609647,A,na,na,na
18921,7 STARS (18) PTE. LTD.,SE16223L008,18B CIRCUIT ROAD #01-262 SINGAPORE 372018,na,na,na,na
18922,KHAN SAAB RESTAURANT PTE. LTD.,SE16223L006,18B CIRCUIT ROAD #01-262 SINGAPORE 372018,na,na,na,na
18923,BUDDIES SECRET RECIPES PTE. LTD.,SE16223L005,18B CIRCUIT ROAD #01-262 SINGAPORE 372018,na,na,na,na
18924,TAN'S NOODLEHOUSE PTE. LTD.,SE16223L004,18B CIRCUIT ROAD #01-262 SINGAPORE 372018,na,na,na,na
18925,LEONG SEOK FAN,SE16223L003,18B CIRCUIT ROAD #01-262 SINGAPORE 372018,na,na,na,na
18926,ANG AI LEE,SE16223L002,18B CIRCUIT ROAD #01-262 SINGAPORE 372018,na,na,na,na
18927,KWAN LIN KIT,SE16141N005,28 SENANG CRESCENT #02-11/12 BIZHUB28 SINGAPORE 416601,na,na,na,na
18928,WAN FU PTE. LTD.,SE16141N004,28 SENANG CRESCENT #02-11/12 BIZHUB28 SINGAPORE 416601,na,na,na,na
18929,WAN FU PTE. LTD.,SE16141N003,28 SENANG CRESCENT #02-11/12 BIZHUB28 SINGAPORE 416601,na,na,na,na
18930,FATIMAH BINTE MOHAMED YUSOFF,SE16141N002,28 SENANG CRESCENT #02-11/12 BIZHUB28 SINGAPORE 416601,na,na,na,na
18931,NG KIAT HOI,SE15895X010,49 MARINE CRESCENT TAO NAN SCHOOL SINGAPORE 449761,A,na,na,na
18932,LEE EEK HENG,SE15895X008,49 MARINE CRESCENT TAO NAN SCHOOL SINGAPORE 449761,A,na,na,na
18933,LOH AI LIN,SE15895X007,49 MARINE CRESCENT TAO NAN SCHOOL SINGAPORE 449761,A,na,na,na
18934,WONG MEI YOKE,SE15895X006,49 MARINE CRESCENT TAO NAN SCHOOL SINGAPORE 449761,A,na,na,na
18935,TO ALAM,SE15895X005,49 MARINE CRESCENT TAO NAN SCHOOL SINGAPORE 449761,A,na,na,na
18936,LIM AH HOCK,SE15895X004,49 MARINE CRESCENT TAO NAN SCHOOL SINGAPORE 449761,A,na,na,na
18937,YONG LENA,SE15895X003,49 MARINE CRESCENT TAO NAN SCHOOL SINGAPORE 449761,A,na,na,na
18938,NG GUAN KOO,SE15895X002,49 MARINE CRESCENT TAO NAN SCHOOL SINGAPORE 449761,A,na,na,na
18939,NG LIM ENG,SE15895X001,49 MARINE CRESCENT TAO NAN SCHOOL SINGAPORE 449761,A,na,na,na
18940,PEH AH BEE @ TEO SAI LIM,SE15777E005,22 NEW INDUSTRIAL ROAD #01-22 PRIMAX SINGAPORE 536208,B,na,na,na
18941,PEH AH BEE @ TEO SAI LIM,SE15777E004,22 NEW INDUSTRIAL ROAD #01-22 PRIMAX SINGAPORE 536208,B,na,na,na
18942,lin haidong,SE15777E004,22 NEW INDUSTRIAL ROAD #01-22 PRIMAX SINGAPORE 536208,na,na,na,na
18943,TEO LEE WEI (ZHANG LIWEI),SE15777E003,22 NEW INDUSTRIAL ROAD #01-22 PRIMAX SINGAPORE 536208,B,na,na,na
18944,SIVANESAN RAJARETNAM S/O GOVINDARAJOO,SE15777E002,22 NEW INDUSTRIAL ROAD #01-22 PRIMAX SINGAPORE 536208,B,na,na,na
18945,TOH CHONG NEO,SE15777E001,22 NEW INDUSTRIAL ROAD #01-22 PRIMAX SINGAPORE 536208,B,na,na,na
18946,GURU'S BANANA LEAF CUISINE PTE. LTD.,SE15386E003,LOT MK 31 04913K,B,na,na,na
18947,GURU'S BANANA LEAF CUISINE PTE. LTD.,SE15386E002,LOT MK 31 04913K,B,na,na,na
18948,HO LI ENG,SE15386E001,LOT MK 31 04913K,B,na,na,na
18949,KHO TJUI PUA,SE15023K012,60 PAYA LEBAR ROAD #B1-51 PAYA LEBAR SQUARE SINGAPORE 409051,B,na,na,na
18950,CHICKY FUN PTE. LTD.,SE15023K011,60 PAYA LEBAR ROAD #B1-51 PAYA LEBAR SQUARE SINGAPORE 409051,B,na,na,na
18951,EDNA TAN HUI GEK (Chen Huiyu),SE15023K010,60 PAYA LEBAR ROAD #B1-51 PAYA LEBAR SQUARE SINGAPORE 409051,B,6,na,na
18952,Li Xuee,SE15023K009,60 PAYA LEBAR ROAD #B1-51 PAYA LEBAR SQUARE SINGAPORE 409051,B,6,na,na
18953,GOLDEN APPLE F&B LLP,SE15023K008,60 PAYA LEBAR ROAD #B1-51 PAYA LEBAR SQUARE SINGAPORE 409051,B,na,na,na
18954,CAFE LODGE PTE. LTD.,SE15023K007,60 PAYA LEBAR ROAD #B1-51 PAYA LEBAR SQUARE SINGAPORE 409051,B,na,na,na
18955,RUHANA BINTE MANSOR,SE15023K006,60 PAYA LEBAR ROAD #B1-51 PAYA LEBAR SQUARE SINGAPORE 409051,A,na,na,na
18956,GLOBAL RASA PTE. LTD.,SE15023K005,60 PAYA LEBAR ROAD #B1-51 PAYA LEBAR SQUARE SINGAPORE 409051,B,na,na,na
18957,LIDO FISH SOUP PTE. LTD.,SE15023K004,60 PAYA LEBAR ROAD #B1-51 PAYA LEBAR SQUARE SINGAPORE 409051,B,na,na,na
18958,YONG KANG PTE. LTD.,SE15023K003,60 PAYA LEBAR ROAD #B1-51 PAYA LEBAR SQUARE SINGAPORE 409051,A,na,na,na
18959,DELICATESEEN PTE. LTD,SE15023K002,60 PAYA LEBAR ROAD #B1-51 PAYA LEBAR SQUARE SINGAPORE 409051,A,na,na,na
18960,KOPISI PTE LTD,SE15023K001,60 PAYA LEBAR ROAD #B1-51 PAYA LEBAR SQUARE SINGAPORE 409051,A,na,na,na
18961,MING SOON F&B PTE LTD,SE14B05A004,37 KALLANG PUDDING ROAD #10-01B TONG LEE BUILDING BLOCK B SINGAPORE 349315,A,na,na,na
18962,TEO YEE YIN,SE14B05A002,37 KALLANG PUDDING ROAD #10-01B TONG LEE BUILDING BLOCK B SINGAPORE 349315,B,na,na,na
18963,MING SOON F&B PTE LTD,SE14B05A001,37 KALLANG PUDDING ROAD #10-01B TONG LEE BUILDING BLOCK B SINGAPORE 349315,B,na,na,na
18964,SINGYI F & B PTE. LTD.,SE14A03K004,30 AIRPORT BOULEVARD MK NO.31-04596M SINGAPORE 819662,B,na,na,na
18965,MOTHER'S RESTAURANT PTE. LTD.,SE14A03K003,30 AIRPORT BOULEVARD MK NO.31-04596M SINGAPORE 819662,B,na,na,na
18966,ANG HOCK CHUAN,SE14A03K002,30 AIRPORT BOULEVARD MK NO.31-04596M SINGAPORE 819662,B,na,na,na
18967,LIM WEE SIONG (LIN WEIXIONG),SE14A03K001,30 AIRPORT BOULEVARD MK NO.31-04596M SINGAPORE 819662,B,na,na,na
18968,FAUZIAH BINTI HUSSEIN,SE14997P009,8 SOMAPAH ROAD #02-201 SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN SINGAPORE 487372,B,4,na,na
18969,SACHI FOODS PTE. LTD.,SE14997P008,8 SOMAPAH ROAD #02-201 SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN SINGAPORE 487372,B,na,na,na
18970,SOON SIEW GEOK,SE14997P007,8 SOMAPAH ROAD #02-201 SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN SINGAPORE 487372,A,na,na,na
18971,WENG FANG,SE14997P005,8 SOMAPAH ROAD #02-201 SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN SINGAPORE 487372,A,na,na,na
18972,LEI JUAN,SE14997P004,8 SOMAPAH ROAD #02-201 SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN SINGAPORE 487372,A,na,na,na
18973,XU GUIZHEN,SE14997P003,8 SOMAPAH ROAD #02-201 SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN SINGAPORE 487372,A,na,na,na
18974,YIP TUCK SAN @ HASSAN YIP,SE14997P002,8 SOMAPAH ROAD #02-201 SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN SINGAPORE 487372,A,14,na,na
18975,LOH NAM TAI LIMITED LIABILITY PARTNERSHIP,SE14997P001,8 SOMAPAH ROAD #02-201 SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN SINGAPORE 487372,A,na,na,na
18976,CHAN CHONG LING,SE14971N006,1 SALLIM ROAD CANOSSA CONVENT PRIMARY SCHOOL SINGAPORE 387621,A,na,na,na
18977,ROSNI BINTI IBRAHIM,SE14971N004,1 SALLIM ROAD CANOSSA CONVENT PRIMARY SCHOOL SINGAPORE 387621,A,na,na,na
18978,TANG LUM ZIN,SE14971N002,1 SALLIM ROAD CANOSSA CONVENT PRIMARY SCHOOL SINGAPORE 387621,A,na,na,na
18979,TAN SIEW HIOK,SE14971N001,1 SALLIM ROAD CANOSSA CONVENT PRIMARY SCHOOL SINGAPORE 387621,A,na,na,na
18980,FOOD HUB F&B (2014) PTE. LTD.,SE14947N007,61 UBI ROAD 1 #01-17 OXLEY BIZHUB SINGAPORE 408727,A,na,na,na
18981,CHANG CHENG FOOD PARADISE PTE. LTD.,SE14947N006,61 UBI ROAD 1 #01-17 OXLEY BIZHUB SINGAPORE 408727,B,6,na,na
18982,CHANG CHENG FOOD & BEVERAGE PTE. LTD.,SE14947N005,61 UBI ROAD 1 #01-17 OXLEY BIZHUB SINGAPORE 408727,B,6,2016-05-31,2016-06-13
18983,OH WAN LIM,SE14947N004,61 UBI ROAD 1 #01-17 OXLEY BIZHUB SINGAPORE 408727,A,na,na,na
18984,LEW JUN HONG LEONARD,SE14947N002,61 UBI ROAD 1 #01-17 OXLEY BIZHUB SINGAPORE 408727,B,na,na,na
18985,NG AH CHONG,SE14947N001,61 UBI ROAD 1 #01-17 OXLEY BIZHUB SINGAPORE 408727,A,na,na,na
18986,FORMOSA DELIGHTS PTE LTD,SE14843E016,3 SIMEI STREET 6 #04-04 EASTPOINT MALL SINGAPORE 528833,A,4,na,na
18987,TING.Y.W. PTE. LTD.,SE14843E015,3 SIMEI STREET 6 #04-04 EASTPOINT MALL SINGAPORE 528833,A,6,na,na
18988,ZHANG DONG FANG,SE14843E014,3 SIMEI STREET 6 #04-04 EASTPOINT MALL SINGAPORE 528833,A,na,na,na
18989,TAN BOON KIAU,SE14843E013,3 SIMEI STREET 6 #04-04 EASTPOINT MALL SINGAPORE 528833,B,na,na,na
18990,LOT ONE FISH SOUP PTE. LTD.,SE14843E012,3 SIMEI STREET 6 #04-04 EASTPOINT MALL SINGAPORE 528833,A,na,na,na
18991,FITRA FOODS PTE. LTD.,SE14843E011,3 SIMEI STREET 6 #04-04 EASTPOINT MALL SINGAPORE 528833,A,na,na,na
18992,FITRA FOODS PTE. LTD.,SE14843E010,3 SIMEI STREET 6 #04-04 EASTPOINT MALL SINGAPORE 528833,A,na,na,na
18993,VEROODA LEONG PEH SUNG,SE14843E009,3 SIMEI STREET 6 #04-04 EASTPOINT MALL SINGAPORE 528833,A,na,na,na
18994,SFBI (ASIA-PACIFIC) PTE. LTD.,SE14843E008,3 SIMEI STREET 6 #04-04 EASTPOINT MALL SINGAPORE 528833,A,na,na,na
18995,LONGEN PTE. LTD.,SE14843E003,3 SIMEI STREET 6 #04-04 EASTPOINT MALL SINGAPORE 528833,A,na,na,na
18996,FOOD JUNCTION SINGAPORE PTE LTD,SE14843E002,3 SIMEI STREET 6 #04-04 EASTPOINT MALL SINGAPORE 528833,A,na,na,na
18997,FOOD JUNCTION SINGAPORE PTE LTD,SE14843E001,3 SIMEI STREET 6 #04-04 EASTPOINT MALL SINGAPORE 528833,A,na,na,na
18998,CJ PARK HOLDINGS PTE. LTD.,SE14688N015,11 TANJONG KATONG ROAD #03-38 ONE KM SINGAPORE 437157,na,na,na,na
18999,GLOBAL RASA PTE. LTD.,SE14688N013,11 TANJONG KATONG ROAD #03-38 ONE KM SINGAPORE 437157,A,na,na,na
19000,BRANWOOD F&B MANAGEMENT PTE. LTD.,SE14688N009,11 TANJONG KATONG ROAD #03-38 ONE KM SINGAPORE 437157,A,na,na,na
19001,HANYONG PTE. LTD.,SE14688N007,11 TANJONG KATONG ROAD #03-38 ONE KM SINGAPORE 437157,A,na,na,na
19002,FITRA FOODS PTE. LTD.,SE14688N005,11 TANJONG KATONG ROAD #03-38 ONE KM SINGAPORE 437157,A,na,na,na
19003,FITRA FOODS PTE. LTD.,SE14688N004,11 TANJONG KATONG ROAD #03-38 ONE KM SINGAPORE 437157,A,na,na,na
19004,CHEN JINTIE,SE14688N003,11 TANJONG KATONG ROAD #03-38 ONE KM SINGAPORE 437157,A,na,na,na
19005,WEE SIOK CHENG,SE14688N002,11 TANJONG KATONG ROAD #03-38 ONE KM SINGAPORE 437157,A,na,na,na
19006,FOOD JUNCTION SINGAPORE PTE LTD,SE14688N001,11 TANJONG KATONG ROAD #03-38 ONE KM SINGAPORE 437157,A,na,na,na
19007,KOUFU PTE LTD,SE14557L008,5 STADIUM WALK #03-01/02 LEISURE PARK KALLANG SINGAPORE 397693,A,na,na,na
19008,Li Xuee,SE14557L003,5 STADIUM WALK #03-01/02 LEISURE PARK KALLANG SINGAPORE 397693,A,na,na,na
19009,PANTHA GROUP PTE. LTD.,SE14557L001,5 STADIUM WALK #03-01/02 LEISURE PARK KALLANG SINGAPORE 397693,A,na,na,na
19010,NTUC FOODFARE CO-OPERATIVE LTD,SE14399C017,1 STADIUM PLACE #02-16/K6 SPORTS HUB RETAIL MALL SINGAPORE 397628,A,na,na,na
19011,LIM BEE KIAN ANNIE,SE14399C011,1 STADIUM PLACE #02-16/K6 SPORTS HUB RETAIL MALL SINGAPORE 397628,A,na,na,na
19012,CHANG CHENG FOOD PARADISE PTE. LTD.,SE14399C009,1 STADIUM PLACE #02-16/K6 SPORTS HUB RETAIL MALL SINGAPORE 397628,A,na,na,na
19013,HE CHUNYAN,SE14399C008,1 STADIUM PLACE #02-16/K6 SPORTS HUB RETAIL MALL SINGAPORE 397628,A,na,na,na
19014,GUAN CHEE HONG KONG ROASTED DUCK PTE. LTD.,SE14399C007,1 STADIUM PLACE #02-16/K6 SPORTS HUB RETAIL MALL SINGAPORE 397628,A,na,na,na
19015,GUAN CHEE HONG KONG ROASTED DUCK PTE. LTD.,SE14399C006,1 STADIUM PLACE #02-16/K6 SPORTS HUB RETAIL MALL SINGAPORE 397628,A,na,na,na
19016,SUN NINI,SE14399C005,1 STADIUM PLACE #02-16/K6 SPORTS HUB RETAIL MALL SINGAPORE 397628,A,na,na,na
19017,GAN HOCK LIM,SE14399C004,1 STADIUM PLACE #02-16/K6 SPORTS HUB RETAIL MALL SINGAPORE 397628,A,na,na,na
19018,YAA SIIN FAMILY PTE. LTD.,SE14399C003,1 STADIUM PLACE #02-16/K6 SPORTS HUB RETAIL MALL SINGAPORE 397628,A,na,na,na
19019,LONGEN PTE. LTD.,SE14399C002,1 STADIUM PLACE #02-16/K6 SPORTS HUB RETAIL MALL SINGAPORE 397628,A,na,na,na
19020,LONGEN PTE. LTD.,SE14399C001,1 STADIUM PLACE #02-16/K6 SPORTS HUB RETAIL MALL SINGAPORE 397628,A,na,na,na
19021,ZHOU PEIQI,SE13T48K009,1600 BEDOK NORTH AVENUE 4 ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL SINGAPORE 469700,A,na,na,na
19022,HUANG WEILING,SE13T48K008,1600 BEDOK NORTH AVENUE 4 ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL SINGAPORE 469700,A,na,na,na
19023,FRANKFORD AGNES WHILEMENIA,SE13T48K007,1600 BEDOK NORTH AVENUE 4 ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL SINGAPORE 469700,A,na,na,na
19024,DIANA LIM CHING CHINN,SE13T48K006,1600 BEDOK NORTH AVENUE 4 ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL SINGAPORE 469700,A,na,na,na
19025,ONG CHOON HWA,SE13T48K005,1600 BEDOK NORTH AVENUE 4 ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL SINGAPORE 469700,A,na,na,na
19026,LEW YUKE LIN,SE13T48K004,1600 BEDOK NORTH AVENUE 4 ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL SINGAPORE 469700,A,na,na,na
19027,CHIA KWANG SENG,SE13T48K003,1600 BEDOK NORTH AVENUE 4 ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL SINGAPORE 469700,A,na,na,na
19028,MARLINA BINTI YAN,SE13T48K002,1600 BEDOK NORTH AVENUE 4 ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL SINGAPORE 469700,na,na,na,na
19029,MOHAIDAWATY BINTE MOHID,SE13T48K001,1600 BEDOK NORTH AVENUE 4 ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL SINGAPORE 469700,na,na,na,na
19030,JIL & YELLOWTAIL PTE. LTD.,SE13S10A008,30 TAI SENG STREET #01-06 BREADTALK SINGAPORE 534013,A,na,na,na
19031,CHANG CHENG FOOD PARADISE PTE. LTD.,SE13S10A007,30 TAI SENG STREET #01-06 BREADTALK SINGAPORE 534013,A,na,na,na
19032,PS 07 PTE.LTD.,SE13S10A005,30 TAI SENG STREET #01-06 BREADTALK SINGAPORE 534013,na,na,na,na
19033,FOOD REPUBLIC PTE. LTD.,SE13S10A004,30 TAI SENG STREET #01-06 BREADTALK SINGAPORE 534013,A,na,na,na
19034,FORMOSA DELIGHTS PTE LTD,SE13S10A003,30 TAI SENG STREET #01-06 BREADTALK SINGAPORE 534013,A,na,na,na
19035,FOOD REPUBLIC PTE. LTD.,SE13S10A002,30 TAI SENG STREET #01-06 BREADTALK SINGAPORE 534013,A,na,na,na
19036,WONG YOU MEN,SE13S10A001,30 TAI SENG STREET #01-06 BREADTALK SINGAPORE 534013,A,na,na,na
19037,HING LEE FOOD & BEVERAGES PTE. LTD.,SE13R30V006,158 KALLANG WAY #01-02 SAFEKEEP BUILDING SINGAPORE 349245,na,na,na,na
19038,TEO LARRY,SE13P90J008,28 TAI SENG STREET #01-03 SAKAE BUILDING SINGAPORE 534106,B,na,na,na
19039,CHEN MEI LIAN,SE13P90J007,28 TAI SENG STREET #01-03 SAKAE BUILDING SINGAPORE 534106,B,na,na,na
19040,OOI SIEW EAN,SE13P90J006,28 TAI SENG STREET #01-03 SAKAE BUILDING SINGAPORE 534106,B,na,na,na
19041,RAMADOSS SELVAKUMAR,SE13P90J005,28 TAI SENG STREET #01-03 SAKAE BUILDING SINGAPORE 534106,B,na,na,na
19042,HAINAN COFFEESHOP PTE. LTD.,SE13P90J004,28 TAI SENG STREET #01-03 SAKAE BUILDING SINGAPORE 534106,B,na,na,na
19043,Shamsudin Bin Mohamed Kassim,SE13P90J002,28 TAI SENG STREET #01-03 SAKAE BUILDING SINGAPORE 534106,B,na,na,na
19044,ZAAB ZAAB PTE. LTD.,SE13P90J001,28 TAI SENG STREET #01-03 SAKAE BUILDING SINGAPORE 534106,B,na,na,na
19045,PROJECT DIGNITY PTE. LTD.,SE13037N007,267 SERANGOON AVENUE 3 #02-02 SINGAPORE 550267,A,na,na,na
19046,PROJECT DIGNITY PTE. LTD.,SE13037N006,267 SERANGOON AVENUE 3 #02-02 SINGAPORE 550267,A,na,na,na
19047,PROJECT DIGNITY PTE. LTD.,SE13037N005,267 SERANGOON AVENUE 3 #02-02 SINGAPORE 550267,A,na,na,na
19048,PROJECT DIGNITY PTE. LTD.,SE13037N004,267 SERANGOON AVENUE 3 #02-02 SINGAPORE 550267,A,na,na,na
19049,PROJECT DIGNITY PTE. LTD.,SE13037N003,267 SERANGOON AVENUE 3 #02-02 SINGAPORE 550267,A,na,na,na
19050,PROJECT DIGNITY PTE. LTD.,SE13037N002,267 SERANGOON AVENUE 3 #02-02 SINGAPORE 550267,A,na,na,na
19051,PROJECT DIGNITY PTE. LTD.,SE13037N001,267 SERANGOON AVENUE 3 #02-02 SINGAPORE 550267,A,na,na,na
19052,PNG SWEE HOON,SE12O77P008,1602 BEDOK NORTH AVENUE 4 ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL SINGAPORE 469701,A,na,na,na
19053,SUN CHUNPING,SE12O77P007,1602 BEDOK NORTH AVENUE 4 ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL SINGAPORE 469701,A,na,na,na
19054,ZAINON BTE MOHAMED NOR,SE12O77P006,1602 BEDOK NORTH AVENUE 4 ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL SINGAPORE 469701,A,na,na,na
19055,LILIAN YUEN,SE12O77P005,1602 BEDOK NORTH AVENUE 4 ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL SINGAPORE 469701,A,na,na,na
19056,NORHANA BINTE MOHAMAD HANIFF,SE12O77P004,1602 BEDOK NORTH AVENUE 4 ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL SINGAPORE 469701,A,na,na,na
19057,YANG CAIYE,SE12O77P003,1602 BEDOK NORTH AVENUE 4 ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL SINGAPORE 469701,A,na,na,na
19058,LEE TECK KUAN KINGSLEY,SE12O77P002,1602 BEDOK NORTH AVENUE 4 ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL SINGAPORE 469701,A,na,na,na
19059,NEMAH BINTE MASTOR,SE12O77P001,1602 BEDOK NORTH AVENUE 4 ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL SINGAPORE 469701,A,na,na,na
19060,FOO KING JONG,SE12O29K008,860 NEW UPPER CHANGI ROAD HAIG GIRLS' SCHOOL SINGAPORE 467353,A,4,na,na
19061,SITI MARLINAH BINTE YUSOFF,SE12O29K007,860 NEW UPPER CHANGI ROAD HAIG GIRLS' SCHOOL SINGAPORE 467353,B,na,na,na
19062,MAZNUN BEE BINTE MASIM ALI,SE12O29K006,860 NEW UPPER CHANGI ROAD HAIG GIRLS' SCHOOL SINGAPORE 467353,B,na,na,na
19063,KHOO AH SUAR,SE12O29K005,860 NEW UPPER CHANGI ROAD HAIG GIRLS' SCHOOL SINGAPORE 467353,A,na,na,na
19064,ROSNAH BINTE MAKONG,SE12O29K003,860 NEW UPPER CHANGI ROAD HAIG GIRLS' SCHOOL SINGAPORE 467353,A,na,na,na
19065,MRS GAN KIM HUA,SE12O29K001,860 NEW UPPER CHANGI ROAD HAIG GIRLS' SCHOOL SINGAPORE 467353,B,na,na,na
19066,HENG KIM WAH,SE12I59L010,350 GUILLEMARD ROAD KONG HWA SCHOOL SINGAPORE 399772,A,na,na,na
19067,HUE NAM BEH,SE12I59L009,350 GUILLEMARD ROAD KONG HWA SCHOOL SINGAPORE 399772,A,6,na,na
19068,SEE LAY CHOO,SE12I59L008,350 GUILLEMARD ROAD KONG HWA SCHOOL SINGAPORE 399772,A,na,na,na
19069,LOW KHOON LAN,SE12I59L007,350 GUILLEMARD ROAD KONG HWA SCHOOL SINGAPORE 399772,A,na,na,na
19070,SOH LAY KUAN,SE12I59L006,350 GUILLEMARD ROAD KONG HWA SCHOOL SINGAPORE 399772,na,na,na,na
19071,LOO YIN LENG,SE12I59L005,350 GUILLEMARD ROAD KONG HWA SCHOOL SINGAPORE 399772,A,na,na,na
19072,KANG YOK PENG,SE12I59L004,350 GUILLEMARD ROAD KONG HWA SCHOOL SINGAPORE 399772,A,na,na,na
19073,HERWAN BIN BUANG,SE12I59L003,350 GUILLEMARD ROAD KONG HWA SCHOOL SINGAPORE 399772,A,na,na,na
19074,ROSENANI BINTE MOHD ARIFFIN,SE12I59L002,350 GUILLEMARD ROAD KONG HWA SCHOOL SINGAPORE 399772,na,na,na,na
19075,NG AH YEOK,SE12I59L001,350 GUILLEMARD ROAD KONG HWA SCHOOL SINGAPORE 399772,A,na,na,na
19076,LIM AH HUAY,SE12F29V010,50 GOODMAN ROAD CHUNG CHENG HIGH SCHOOL (MAIN) SINGAPORE 439012,A,na,na,na
19077,KOH SEOK HWA,SE12F29V009,50 GOODMAN ROAD CHUNG CHENG HIGH SCHOOL (MAIN) SINGAPORE 439012,A,na,na,na
19078,KHAIRIYAHTON BINTE BUANG,SE12F29V008,50 GOODMAN ROAD CHUNG CHENG HIGH SCHOOL (MAIN) SINGAPORE 439012,A,na,na,na
19079,KONEKO LLP,SE12F29V007,50 GOODMAN ROAD CHUNG CHENG HIGH SCHOOL (MAIN) SINGAPORE 439012,A,na,na,na
19080,KOR SIEW ENG,SE12F29V006,50 GOODMAN ROAD CHUNG CHENG HIGH SCHOOL (MAIN) SINGAPORE 439012,A,na,na,na
19081,KONEKO LLP,SE12F29V005,50 GOODMAN ROAD CHUNG CHENG HIGH SCHOOL (MAIN) SINGAPORE 439012,A,na,na,na
19082,POH KWEE LAY,SE12F29V003,50 GOODMAN ROAD CHUNG CHENG HIGH SCHOOL (MAIN) SINGAPORE 439012,A,na,na,na
19083,ROBIN TAY SHIAU CHONG,SE12F29V002,50 GOODMAN ROAD CHUNG CHENG HIGH SCHOOL (MAIN) SINGAPORE 439012,A,na,na,na
19084,GOH AI LENG,SE12F29V001,50 GOODMAN ROAD CHUNG CHENG HIGH SCHOOL (MAIN) SINGAPORE 439012,A,na,na,na
19085,RAMEN CHAMPION PTE. LTD.,SE11B02J005,65 AIRPORT BOULEVARD #B2-58 CHANGI AIRPORT TERMINAL 3- BASEMENT LEVEL SOUTH SINGAPORE 819663,A,na,na,na
19086,RAMEN CHAMPION PTE. LTD.,SE11B02J004,65 AIRPORT BOULEVARD #B2-58 CHANGI AIRPORT TERMINAL 3- BASEMENT LEVEL SOUTH SINGAPORE 819663,A,na,na,na
19087,RAMEN CHAMPION PTE. LTD.,SE11B02J003,65 AIRPORT BOULEVARD #B2-58 CHANGI AIRPORT TERMINAL 3- BASEMENT LEVEL SOUTH SINGAPORE 819663,A,na,na,na
19088,RAMEN CHAMPION PTE. LTD.,SE11B02J002,65 AIRPORT BOULEVARD #B2-58 CHANGI AIRPORT TERMINAL 3- BASEMENT LEVEL SOUTH SINGAPORE 819663,A,na,na,na
19089,RAMEN CHAMPION PTE. LTD.,SE11B02J001,65 AIRPORT BOULEVARD #B2-58 CHANGI AIRPORT TERMINAL 3- BASEMENT LEVEL SOUTH SINGAPORE 819663,A,na,na,na
19090,ZOU GUIQIN,SE11A98K015,164A KALLANG WAY SINGAPORE 349248,B,na,na,na
19091,TAY CHEW LIM,SE11A98K011,164A KALLANG WAY SINGAPORE 349248,B,na,na,na
19092,FOODWAY@164 PTE. LTD.,SE11A98K008,164A KALLANG WAY SINGAPORE 349248,B,na,na,na
19093,LING TIAN SING,SE11A98K005,164A KALLANG WAY SINGAPORE 349248,B,na,na,na
19094,AW CHONG TENG,SE11A98K004,164A KALLANG WAY SINGAPORE 349248,B,na,na,na
19095,FORTUNE FOOD (S) PTE. LTD.,SE11A68A015,112 EAST COAST ROAD #04-01 112 KATONG SINGAPORE 428802,A,na,na,na
