_id,licensee_name,licence_number,premises_address,grade,demerit_points,suspension_start_date,suspension_end_date
18730,ONSHORE FOOD PTE. LTD.,SW07134K009,25 BENOI ROAD FIRST STOREY PIONEER LOT SINGAPORE 629914,B,na,na,na
18731,FOUR SEASONS FOOD CENTRAL PTE. LTD.,SW07134K008,25 BENOI ROAD FIRST STOREY PIONEER LOT SINGAPORE 629914,B,na,na,na
18732,NEW CHETTY VILAS RESTAURANT & CATERING PTE. LTD.,SW07134K007,25 BENOI ROAD FIRST STOREY PIONEER LOT SINGAPORE 629914,B,na,na,na
18733,HO HONG BOON,SW07134K004,25 BENOI ROAD FIRST STOREY PIONEER LOT SINGAPORE 629914,B,na,na,na
18734,FOUR SEASONS FOOD CENTRAL PTE. LTD.,SW07134K003,25 BENOI ROAD FIRST STOREY PIONEER LOT SINGAPORE 629914,B,na,na,na
18735,ZHANG LIJIAN,SW07134K002,25 BENOI ROAD FIRST STOREY PIONEER LOT SINGAPORE 629914,B,na,na,na
18736,NG CHOKE BEE,SW07134K001,25 BENOI ROAD FIRST STOREY PIONEER LOT SINGAPORE 629914,B,na,na,na
18737,MAHUSUKU RAHMANI,SW07085P003,60 SHIPYARD CRESCENT SINGAPORE 627735,na,na,na,na
18738,NG YOKE SIM,SW07085P001,60 SHIPYARD CRESCENT SINGAPORE 627735,na,na,na,na
18739,LAU CHUAY FUN,SW06A97A008,60 BUKIT BATOK WEST AVENUE 8 MILLENNIA INSTITUTE SINGAPORE 658965,A,na,na,na
18740,TAN GEOK HONG,SW06A97A007,60 BUKIT BATOK WEST AVENUE 8 MILLENNIA INSTITUTE SINGAPORE 658965,A,na,na,na
18741,NORLELA BINTE MOHAMED SALLEH,SW06A97A006,60 BUKIT BATOK WEST AVENUE 8 MILLENNIA INSTITUTE SINGAPORE 658965,A,na,na,na
18742,NORMA BTE MOHD SAPIAN,SW06A97A005,60 BUKIT BATOK WEST AVENUE 8 MILLENNIA INSTITUTE SINGAPORE 658965,A,na,na,na
18743,PATHMAH D/O N VENGADASAMY,SW06A97A004,60 BUKIT BATOK WEST AVENUE 8 MILLENNIA INSTITUTE SINGAPORE 658965,A,na,na,na
18744,NURAISYAH BTE MOHAMED UNOS,SW06A97A003,60 BUKIT BATOK WEST AVENUE 8 MILLENNIA INSTITUTE SINGAPORE 658965,A,na,na,na
18745,CHEW MEI MEI,SW06A97A002,60 BUKIT BATOK WEST AVENUE 8 MILLENNIA INSTITUTE SINGAPORE 658965,A,na,na,na
18746,LIANG TIAN CHYE,SW06A97A001,60 BUKIT BATOK WEST AVENUE 8 MILLENNIA INSTITUTE SINGAPORE 658965,A,na,na,na
18747,ENAK FOOD PTE. LTD,SW06880J015,1 HARBOURFRONT WALK #B2-39 VIVOCITY SINGAPORE 098585,A,na,na,na
18748,ENAK FOOD PTE. LTD,SW06880J014,1 HARBOURFRONT WALK #B2-39 VIVOCITY SINGAPORE 098585,A,na,na,na
18749,JAVA KITCHEN PTE. LTD.,SW06880J013,1 HARBOURFRONT WALK #B2-39 VIVOCITY SINGAPORE 098585,A,na,na,na
18750,Huang ZhiYang,SW06880J012,1 HARBOURFRONT WALK #B2-39 VIVOCITY SINGAPORE 098585,A,na,na,na
18751,YU KEE DUCK AND NOODLE HOUSE PTE. LTD.,SW06880J011,1 HARBOURFRONT WALK #B2-39 VIVOCITY SINGAPORE 098585,A,na,na,na
18752,POH SEE SEE,SW06880J010,1 HARBOURFRONT WALK #B2-39 VIVOCITY SINGAPORE 098585,A,na,na,na
18753,GLOBAL RASA PTE. LTD.,SW06880J009,1 HARBOURFRONT WALK #B2-39 VIVOCITY SINGAPORE 098585,A,na,na,na
18754,TONG YUE,SW06880J008,1 HARBOURFRONT WALK #B2-39 VIVOCITY SINGAPORE 098585,A,na,na,na
18755,LIM SIONG GOH,SW06880J007,1 HARBOURFRONT WALK #B2-39 VIVOCITY SINGAPORE 098585,A,na,na,na
18756,MA AYE MU,SW06880J006,1 HARBOURFRONT WALK #B2-39 VIVOCITY SINGAPORE 098585,A,na,na,na
18757,MEHFIL RESTAURANT PTE. LTD,SW06880J005,1 HARBOURFRONT WALK #B2-39 VIVOCITY SINGAPORE 098585,A,na,na,na
18758,NGUYEN THI KIM THOA,SW06880J004,1 HARBOURFRONT WALK #B2-39 VIVOCITY SINGAPORE 098585,A,na,na,na
18759,DONG QINGTENG,SW06880J003,1 HARBOURFRONT WALK #B2-39 VIVOCITY SINGAPORE 098585,A,na,na,na
18760,LOW YIN KOK,SW06880J002,1 HARBOURFRONT WALK #B2-39 VIVOCITY SINGAPORE 098585,A,na,na,na
18761,COPITIAM PTE. LTD.,SW06880J001,1 HARBOURFRONT WALK #B2-39 VIVOCITY SINGAPORE 098585,A,na,na,na
18762,T & C FOOD HOLDINGS PTE. LTD.,SW06558A028,1 HARBOURFRONT WALK #03-01 VIVOCITY SINGAPORE 098585,A,na,na,na
18763,PS 07 PTE.LTD.,SW06558A027,1 HARBOURFRONT WALK #03-01 VIVOCITY SINGAPORE 098585,A,na,na,na
18764,LONGEN PTE. LTD.,SW06558A026,1 HARBOURFRONT WALK #03-01 VIVOCITY SINGAPORE 098585,A,na,na,na
18765,POH GWEE TIN,SW06558A025,1 HARBOURFRONT WALK #03-01 VIVOCITY SINGAPORE 098585,B,na,na,na
18766,JAVA KITCHEN PTE. LTD.,SW06558A024,1 HARBOURFRONT WALK #03-01 VIVOCITY SINGAPORE 098585,B,na,na,na
18767,JFORT PTE. LTD.,SW06558A023,1 HARBOURFRONT WALK #03-01 VIVOCITY SINGAPORE 098585,A,na,na,na
18768,WONG YOU MEN,SW06558A022,1 HARBOURFRONT WALK #03-01 VIVOCITY SINGAPORE 098585,A,na,na,na
18769,FOOD REPUBLIC PTE. LTD.,SW06558A020,1 HARBOURFRONT WALK #03-01 VIVOCITY SINGAPORE 098585,A,na,na,na
18770,QUAN XIN GOURMET PTE. LTD.,SW06558A019,1 HARBOURFRONT WALK #03-01 VIVOCITY SINGAPORE 098585,A,na,na,na
18771,XI DE LI (VIVO) PTE. LTD.,SW06558A018,1 HARBOURFRONT WALK #03-01 VIVOCITY SINGAPORE 098585,A,na,na,na
18772,MANAS FOODS PTE. LTD.,SW06558A017,1 HARBOURFRONT WALK #03-01 VIVOCITY SINGAPORE 098585,B,na,na,na
18773,FOOD REPUBLIC PTE. LTD.,SW06558A016,1 HARBOURFRONT WALK #03-01 VIVOCITY SINGAPORE 098585,A,na,na,na
18774,FORMOSA DELIGHTS PTE LTD,SW06558A015,1 HARBOURFRONT WALK #03-01 VIVOCITY SINGAPORE 098585,B,na,na,na
18775,GOH SIOK HUAT,SW06558A014,1 HARBOURFRONT WALK #03-01 VIVOCITY SINGAPORE 098585,A,na,na,na
18776,TEO BOON TIONG,SW06558A012,1 HARBOURFRONT WALK #03-01 VIVOCITY SINGAPORE 098585,A,na,na,na
18777,SAW SIEW CHER (SU XIUZHI),SW06558A011,1 HARBOURFRONT WALK #03-01 VIVOCITY SINGAPORE 098585,B,na,na,na
18778,ORIGINAL FOOD 21 (PTE.) LTD.,SW06558A010,1 HARBOURFRONT WALK #03-01 VIVOCITY SINGAPORE 098585,A,na,na,na
18779,KOK SWEE TIONG,SW06558A009,1 HARBOURFRONT WALK #03-01 VIVOCITY SINGAPORE 098585,B,na,na,na
18780,LOW HOCK KEE,SW06558A008,1 HARBOURFRONT WALK #03-01 VIVOCITY SINGAPORE 098585,B,na,na,na
18781,THYE HONG EATERIES PTE. LTD.,SW06558A007,1 HARBOURFRONT WALK #03-01 VIVOCITY SINGAPORE 098585,B,na,na,na
18782,FOOD REPUBLIC PTE. LTD.,SW06558A006,1 HARBOURFRONT WALK #03-01 VIVOCITY SINGAPORE 098585,A,na,na,na
18783,VC FISH EDEN PTE. LTD.,SW06558A005,1 HARBOURFRONT WALK #03-01 VIVOCITY SINGAPORE 098585,B,na,na,na
18784,CU WOK PTE. LTD.,SW06558A004,1 HARBOURFRONT WALK #03-01 VIVOCITY SINGAPORE 098585,A,na,na,na
18785,CONCEPT TRIO HOLDING PTE. LTD.,SW06558A003,1 HARBOURFRONT WALK #03-01 VIVOCITY SINGAPORE 098585,A,na,na,na
18786,JIA JIA LE CUISINE F & B PTE. LTD.,SW06558A002,1 HARBOURFRONT WALK #03-01 VIVOCITY SINGAPORE 098585,na,na,na,na
18787,LIN YONGXIONG,SW06558A002,1 HARBOURFRONT WALK #03-01 VIVOCITY SINGAPORE 098585,A,na,na,na
18788,TAN TANG MING,SW06558A001,1 HARBOURFRONT WALK #03-01 VIVOCITY SINGAPORE 098585,A,na,na,na
18789,ALIZAH ABDUL SAMAD,SW06499K008,27 PENJURU LANE #01-00 SINGAPORE 609195,B,na,na,na
18790,AERNIEWATI MOHD ISA,SW06499K007,27 PENJURU LANE #01-00 SINGAPORE 609195,B,6,na,na
18791,LIM HUI ENG,SW06499K005,27 PENJURU LANE #01-00 SINGAPORE 609195,B,na,na,na
18792,YAP CHYE THIAM,SW06499K004,27 PENJURU LANE #01-00 SINGAPORE 609195,B,na,na,na
18793,UNIPOINT ENTERPRISES PRIVATE LIMITED,SW06499K001,27 PENJURU LANE #01-00 SINGAPORE 609195,na,na,na,na
18794,LEE GEK SING,SW06336B009,72 PALAWAN BEACH WALK #01-01/02 SENTOSA SINGAPORE 099344,A,na,na,na
18795,LOK WAI PHENG,SW06336B008,72 PALAWAN BEACH WALK #01-01/02 SENTOSA SINGAPORE 099344,A,na,na,na
18796,LEE GEK SING,SW06336B005,72 PALAWAN BEACH WALK #01-01/02 SENTOSA SINGAPORE 099344,B,na,na,na
18797,LEE GEK SING,SW06336B004,72 PALAWAN BEACH WALK #01-01/02 SENTOSA SINGAPORE 099344,B,na,na,na
18798,HOT & ROLL (SINGAPORE) PTE. LTD.,SW06336B001,72 PALAWAN BEACH WALK #01-01/02 SENTOSA SINGAPORE 099344,A,na,na,na
18799,PCG CAFETERIA PTE. LTD.,SW06193X002,11 BRANI WAY #01-01 BLK D POLICE COAST GUARD HQ SINGAPORE 098658,B,na,na,na
18800,PCG CAFETERIA PTE. LTD.,SW06193X001,11 BRANI WAY #01-01 BLK D POLICE COAST GUARD HQ SINGAPORE 098658,B,na,na,na
18801,CHUA KOK TIEW,SW06171J004,5 DOVER CRESCENT #01-02 SINGAPORE 130005,C,4,na,na
18802,NGOH YONG SENG,SW06171J003,5 DOVER CRESCENT #01-02 SINGAPORE 130005,na,na,na,na
18803,HO CHONG AIK (HE ZONGYI),SW06171J002,5 DOVER CRESCENT #01-02 SINGAPORE 130005,B,na,na,na
18804,CHUA KOK TIEW,SW06171J001,5 DOVER CRESCENT #01-02 SINGAPORE 130005,B,na,na,na
18805,FOREIGN CAFETERIA HUB PTE. LTD.,SW06103K006,19 TOH GUAN ROAD EAST #01-66/72 SINGAPORE 608568,B,na,na,na
18806,FOREIGN CAFETERIA HUB PTE. LTD.,SW06103K005,19 TOH GUAN ROAD EAST #01-66/72 SINGAPORE 608568,B,na,na,na
18807,FOREIGN CAFETERIA HUB PTE. LTD.,SW06103K004,19 TOH GUAN ROAD EAST #01-66/72 SINGAPORE 608568,B,na,na,na
18808,TAN JEE HWA,SW06103K001,19 TOH GUAN ROAD EAST #01-66/72 SINGAPORE 608568,B,na,na,na
18809,LIM SIEW CHOO,SW06015J005,50 NANYANG WALK FOOD COURT 16 NTU SINGAPORE 639929,B,na,na,na
18810,LIM SIEW CHOO,SW06015J002,50 NANYANG WALK FOOD COURT 16 NTU SINGAPORE 639929,B,na,na,na
18811,LIM SIEW CHOO,SW06015J001,50 NANYANG WALK FOOD COURT 16 NTU SINGAPORE 639929,B,na,na,na
18812,SIN HONG YUN PTE. LTD.,SW05182K006,501 OLD CHOA CHU KANG ROAD HOME TEAM ACADEMY (1ST STOREY) SINGAPORE 698928,A,na,na,na
18813,CHANG HAN LIM,SW05182K005,501 OLD CHOA CHU KANG ROAD HOME TEAM ACADEMY (1ST STOREY) SINGAPORE 698928,A,na,na,na
18814,TAN CHWEE BOCK,SW05182K004,501 OLD CHOA CHU KANG ROAD HOME TEAM ACADEMY (1ST STOREY) SINGAPORE 698928,B,na,na,na
18815,SIN HONG YUN PTE. LTD.,SW05182K003,501 OLD CHOA CHU KANG ROAD HOME TEAM ACADEMY (1ST STOREY) SINGAPORE 698928,A,na,na,na
18816,SAMSUDIN BIN MOHD,SW05182K002,501 OLD CHOA CHU KANG ROAD HOME TEAM ACADEMY (1ST STOREY) SINGAPORE 698928,A,na,na,na
18817,ROHANI BINTE RAWI,SW05182K001,501 OLD CHOA CHU KANG ROAD HOME TEAM ACADEMY (1ST STOREY) SINGAPORE 698928,A,na,na,na
18818,CHIA KOK LEONG,SW05180N008,20 CLEMENTI AVENUE 1 NUS HIGH SCHOOL OF MATH & SCIENCE SINGAPORE 129957,A,na,na,na
18819,7TH HEAVEN FOOD CONCEPTS LLP,SW05180N007,20 CLEMENTI AVENUE 1 NUS HIGH SCHOOL OF MATH & SCIENCE SINGAPORE 129957,A,na,na,na
18820,TOH YOK LAN,SW05180N005,20 CLEMENTI AVENUE 1 NUS HIGH SCHOOL OF MATH & SCIENCE SINGAPORE 129957,A,na,na,na
18821,CHUA WILLIAM,SW05180N004,20 CLEMENTI AVENUE 1 NUS HIGH SCHOOL OF MATH & SCIENCE SINGAPORE 129957,na,na,na,na
18822,WONG CHUNG KEONG,SW05180N003,20 CLEMENTI AVENUE 1 NUS HIGH SCHOOL OF MATH & SCIENCE SINGAPORE 129957,A,na,na,na
18823,RACHEL NG LI KEOW,SW05175J006,21 BUKIT BATOK CENTRAL #01-02 BUKIT BATOK COMMUNITY CLUB SINGAPORE 659959,B,na,na,na
18824,FOOD PARADISE ENTERPRISE PTE. LTD.,SW05175J005,21 BUKIT BATOK CENTRAL #01-02 BUKIT BATOK COMMUNITY CLUB SINGAPORE 659959,A,na,na,na
18825,5 DRUNKEN RABBITS HOLDINGS PTE LTD,SW05175J004,21 BUKIT BATOK CENTRAL #01-02 BUKIT BATOK COMMUNITY CLUB SINGAPORE 659959,B,na,na,na
18826,5 DRUNKEN RABBITS HOLDING PTE. LTD.,SW05175J003,21 BUKIT BATOK CENTRAL #01-02 BUKIT BATOK COMMUNITY CLUB SINGAPORE 659959,B,na,na,na
18827,KOK CHEAN HOR,SW05175J002,21 BUKIT BATOK CENTRAL #01-02 BUKIT BATOK COMMUNITY CLUB SINGAPORE 659959,B,na,na,na
18828,CHANG LAI PTE. LTD.,SW05175J001,21 BUKIT BATOK CENTRAL #01-02 BUKIT BATOK COMMUNITY CLUB SINGAPORE 659959,B,6,na,na
18829,FARMGREENS PTE. LTD.,SW05171P004,1B KRANJI LOOP SINGAPORE 739537,B,na,na,na
18830,FARMGREENS PTE. LTD.,SW05171P003,1B KRANJI LOOP SINGAPORE 739537,na,na,na,na
18831,FARMGREENS PTE. LTD.,SW05171P002,1B KRANJI LOOP SINGAPORE 739537,B,na,na,na
18832,FARMGREENS PTE. LTD.,SW05171P001,1B KRANJI LOOP SINGAPORE 739537,na,na,na,na
18833,KOUFU PTE LTD,SW05149L009,399 YUNG SHENG ROAD #01-43 TAMAN JURONG SHOPPING CENTRE SINGAPORE 610399,B,na,na,na
18834,YU KEE DUCK AND NOODLE HOUSE PTE. LTD.,SW05149L008,399 YUNG SHENG ROAD #01-43 TAMAN JURONG SHOPPING CENTRE SINGAPORE 610399,B,na,na,na
18835,FOOD PAVILION PTE. LTD.,SW05149L007,399 YUNG SHENG ROAD #01-43 TAMAN JURONG SHOPPING CENTRE SINGAPORE 610399,B,na,na,na
18836,KHARUDDIN BIN ABDUL HAMID,SW05149L006,399 YUNG SHENG ROAD #01-43 TAMAN JURONG SHOPPING CENTRE SINGAPORE 610399,B,na,na,na
18837,LIM TEIK SOON,SW05149L005,399 YUNG SHENG ROAD #01-43 TAMAN JURONG SHOPPING CENTRE SINGAPORE 610399,B,na,na,na
18838,JIA LE YUAN CUISINE PTE. LTD.,SW05149L004,399 YUNG SHENG ROAD #01-43 TAMAN JURONG SHOPPING CENTRE SINGAPORE 610399,B,na,na,na
18839,SHUANG RONG SEAFOOD HOLDING PTE. LTD.,SW05149L003,399 YUNG SHENG ROAD #01-43 TAMAN JURONG SHOPPING CENTRE SINGAPORE 610399,A,na,na,na
18840,Wu SuXia,SW05149L002,399 YUNG SHENG ROAD #01-43 TAMAN JURONG SHOPPING CENTRE SINGAPORE 610399,B,na,na,na
18841,LEE SEE NAH,SW05093K005,7 TOH GUAN ROAD EAST #01-12 ALPHA INDUSTRIAL BUILDING SINGAPORE 608599,B,na,na,na
18842,THANJAI MAHARAJA PTE. LTD.,SW05093K004,7 TOH GUAN ROAD EAST #01-12 ALPHA INDUSTRIAL BUILDING SINGAPORE 608599,B,12,2016-03-26,2016-04-08
18843,JASMA BINTI MONIP,SW05093K003,7 TOH GUAN ROAD EAST #01-12 ALPHA INDUSTRIAL BUILDING SINGAPORE 608599,B,na,na,na
18844,ONG SAW LIAN,SW05093K002,7 TOH GUAN ROAD EAST #01-12 ALPHA INDUSTRIAL BUILDING SINGAPORE 608599,B,na,na,na
18845,ONG SAW LIAN,SW05093K001,7 TOH GUAN ROAD EAST #01-12 ALPHA INDUSTRIAL BUILDING SINGAPORE 608599,B,na,na,na
18846,THANJAI MAHARAJA PTE. LTD.,SW05063A013,44 TOH GUAN ROAD EAST #02-83 ENTERPRISE HUB SINGAPORE 608584,B,6,na,na
18847,SIN HIN FOOD LINKS PTE. LTD.,SW05063A012,44 TOH GUAN ROAD EAST #02-83 ENTERPRISE HUB SINGAPORE 608584,B,na,na,na
18848,AUNG THU,SW05063A010,44 TOH GUAN ROAD EAST #02-83 ENTERPRISE HUB SINGAPORE 608584,C,na,na,na
18849,URIP SAPARLINA,SW05063A004,44 TOH GUAN ROAD EAST #02-83 ENTERPRISE HUB SINGAPORE 608584,B,na,na,na
18850,CHUA BOCK CHUAN,SW05063A002,44 TOH GUAN ROAD EAST #02-83 ENTERPRISE HUB SINGAPORE 608584,B,na,na,na
18851,SIN HIN FOOD LINKS PTE. LTD.,SW05063A001,44 TOH GUAN ROAD EAST #02-83 ENTERPRISE HUB SINGAPORE 608584,B,na,na,na
18852,KOH HOCK SOON,SW04216K007,395A BUKIT BATOK WEST AVENUE 5 #03-01 SINGAPORE 651395,B,na,na,na
18853,SOH AH KEAW,SW04216K005,395A BUKIT BATOK WEST AVENUE 5 #03-01 SINGAPORE 651395,B,na,na,na
18854,SAW HOCK SOON,SW04216K004,395A BUKIT BATOK WEST AVENUE 5 #03-01 SINGAPORE 651395,B,na,na,na
18855,SOH CHENG HOCK,SW04216K003,395A BUKIT BATOK WEST AVENUE 5 #03-01 SINGAPORE 651395,B,na,na,na
18856,CHONG MEI SIANG,SW04216K002,395A BUKIT BATOK WEST AVENUE 5 #03-01 SINGAPORE 651395,B,na,na,na
18857,LIN FENGJIN,SW04216K001,395A BUKIT BATOK WEST AVENUE 5 #03-01 SINGAPORE 651395,B,na,na,na
18858,LIU AIYONG,SW04211V012,108 DEPOT ROAD #02-22 DEPOT HEIGHTS SHOPPING CENTRE SINGAPORE 100108,B,na,na,na
18859,SOH KEE KOON,SW04211V011,108 DEPOT ROAD #02-22 DEPOT HEIGHTS SHOPPING CENTRE SINGAPORE 100108,B,na,na,na
18860,YUE HUA FOOD COURT PTE. LTD.,SW04211V010,108 DEPOT ROAD #02-22 DEPOT HEIGHTS SHOPPING CENTRE SINGAPORE 100108,na,na,na,na
18861,CHANG YIK SHEN,SW04211V010,108 DEPOT ROAD #02-22 DEPOT HEIGHTS SHOPPING CENTRE SINGAPORE 100108,B,na,na,na
18862,YUE HUA FOOD COURT PTE. LTD.,SW04211V009,108 DEPOT ROAD #02-22 DEPOT HEIGHTS SHOPPING CENTRE SINGAPORE 100108,B,na,na,na
18863,YUE HUA FOOD COURT PTE. LTD.,SW04211V008,108 DEPOT ROAD #02-22 DEPOT HEIGHTS SHOPPING CENTRE SINGAPORE 100108,B,na,na,na
18864,YUE HUA FOOD COURT PTE. LTD.,SW04211V007,108 DEPOT ROAD #02-22 DEPOT HEIGHTS SHOPPING CENTRE SINGAPORE 100108,B,na,na,na
18865,LEE SEW HANG,SW04211V006,108 DEPOT ROAD #02-22 DEPOT HEIGHTS SHOPPING CENTRE SINGAPORE 100108,B,na,na,na
18866,Pan Junyang,SW04211V005,108 DEPOT ROAD #02-22 DEPOT HEIGHTS SHOPPING CENTRE SINGAPORE 100108,na,na,na,na
18867,YUE HUA FOOD COURT PTE. LTD.,SW04211V004,108 DEPOT ROAD #02-22 DEPOT HEIGHTS SHOPPING CENTRE SINGAPORE 100108,B,na,na,na
18868,LI BAOFENG,SW04211V003,108 DEPOT ROAD #02-22 DEPOT HEIGHTS SHOPPING CENTRE SINGAPORE 100108,B,na,na,na
18869,YUE HUA FOOD COURT PTE. LTD.,SW04211V002,108 DEPOT ROAD #02-22 DEPOT HEIGHTS SHOPPING CENTRE SINGAPORE 100108,B,na,na,na
18870,SFBI (ASIA-PACIFIC) PTE. LTD.,SW04197C015,2 JURONG EAST STREET 21 #03-55 IMM BUILDING SINGAPORE 609601,A,na,na,na
18871,CHANG YOU FU PTE. LTD.,SW04197C014,2 JURONG EAST STREET 21 #03-55 IMM BUILDING SINGAPORE 609601,A,na,na,na
18872,SHANGHAI DELIGHTS SG PTE. LTD.,SW04197C013,2 JURONG EAST STREET 21 #03-55 IMM BUILDING SINGAPORE 609601,B,na,na,na
18873,YUMMY TASTY PTE. LTD.,SW04197C012,2 JURONG EAST STREET 21 #03-55 IMM BUILDING SINGAPORE 609601,A,na,na,na
18874,CAFE LODGE PTE. LTD.,SW04197C011,2 JURONG EAST STREET 21 #03-55 IMM BUILDING SINGAPORE 609601,A,na,na,na
18875,CHUA NGAK PHENG,SW04197C010,2 JURONG EAST STREET 21 #03-55 IMM BUILDING SINGAPORE 609601,A,na,na,na
18876,GOLDEN APPLE FOOD PTE. LTD.,SW04197C009,2 JURONG EAST STREET 21 #03-55 IMM BUILDING SINGAPORE 609601,A,na,na,na
18877,CHAN WAH SEONG,SW04197C008,2 JURONG EAST STREET 21 #03-55 IMM BUILDING SINGAPORE 609601,B,na,na,na
18878,JIANG FENG,SW04197C007,2 JURONG EAST STREET 21 #03-55 IMM BUILDING SINGAPORE 609601,A,na,na,na
18879,PARK JIN WOO,SW04197C006,2 JURONG EAST STREET 21 #03-55 IMM BUILDING SINGAPORE 609601,A,na,na,na
18880,LEE FONG SIM,SW04197C005,2 JURONG EAST STREET 21 #03-55 IMM BUILDING SINGAPORE 609601,na,na,na,na
18881,PALMS FOOD & SERVICES PTE. LTD.,SW04197C004,2 JURONG EAST STREET 21 #03-55 IMM BUILDING SINGAPORE 609601,A,na,na,na
18882,SHANGHAI DELIGHTS SG PTE. LTD.,SW04197C003,2 JURONG EAST STREET 21 #03-55 IMM BUILDING SINGAPORE 609601,B,na,na,na
18883,TANG REN JIE PTE. LTD.,SW04197C002,2 JURONG EAST STREET 21 #03-55 IMM BUILDING SINGAPORE 609601,A,na,na,na
18884,COPITIAM PTE. LTD.,SW04197C001,2 JURONG EAST STREET 21 #03-55 IMM BUILDING SINGAPORE 609601,A,na,na,na
18885,COASTES PRIVATE LIMITED,SW04153E004,50 SILOSO BEACH WALK #01-03 SENTOSA SINGAPORE 099000,A,na,na,na
18886,COASTES PRIVATE LIMITED,SW04153E003,50 SILOSO BEACH WALK #01-03 SENTOSA SINGAPORE 099000,A,na,na,na
18887,AWESOME ANNAM PTE. LTD.,SW04153E002,50 SILOSO BEACH WALK #01-03 SENTOSA SINGAPORE 099000,B,na,na,na
18888,COASTES PRIVATE LIMITED,SW04153E001,50 SILOSO BEACH WALK #01-03 SENTOSA SINGAPORE 099000,A,na,na,na
18889,KOUFU PTE LTD,SW04150L015,638A JURONG WEST STREET 61 #01-22 PIONEER MALL SINGAPORE 641638,A,na,na,na
18890,T & C FOOD HOLDINGS PTE. LTD.,SW04150L014,638A JURONG WEST STREET 61 #01-22 PIONEER MALL SINGAPORE 641638,A,6,na,na
18891,CHANG CHENG FOOD PARADISE PTE. LTD.,SW04150L013,638A JURONG WEST STREET 61 #01-22 PIONEER MALL SINGAPORE 641638,B,4,na,na
18892,ONG SIEW TEE,SW04150L012,638A JURONG WEST STREET 61 #01-22 PIONEER MALL SINGAPORE 641638,A,na,na,na
18893,GAO JI FOOD (S) PTE LTD,SW04150L011,638A JURONG WEST STREET 61 #01-22 PIONEER MALL SINGAPORE 641638,B,na,na,na
18894,EIGHT IMMORTALS VEGETARIAN PTE LTD,SW04150L010,638A JURONG WEST STREET 61 #01-22 PIONEER MALL SINGAPORE 641638,B,na,na,na
18895,YU XUAN WONDERFOOD PTE. LTD.,SW04150L009,638A JURONG WEST STREET 61 #01-22 PIONEER MALL SINGAPORE 641638,B,na,na,na
18896,YANG CUIJUAN,SW04150L008,638A JURONG WEST STREET 61 #01-22 PIONEER MALL SINGAPORE 641638,A,na,na,na
18897,SIN HIN HUAT FOOD INDUSTRY PTE. LTD.,SW04150L007,638A JURONG WEST STREET 61 #01-22 PIONEER MALL SINGAPORE 641638,B,na,na,na
18898,HAITIAN GOURMET PTE. LTD.,SW04150L006,638A JURONG WEST STREET 61 #01-22 PIONEER MALL SINGAPORE 641638,B,na,na,na
18899,TOP F&B MANAGEMENT PTE. LTD.,SW04150L005,638A JURONG WEST STREET 61 #01-22 PIONEER MALL SINGAPORE 641638,A,na,na,na
18900,TAN HENG SIANG,SW04150L004,638A JURONG WEST STREET 61 #01-22 PIONEER MALL SINGAPORE 641638,A,na,na,na
18901,YU KEE DUCK AND NOODLE HOUSE PTE. LTD.,SW04150L003,638A JURONG WEST STREET 61 #01-22 PIONEER MALL SINGAPORE 641638,A,na,na,na
18902,SHUANG RONG SEAFOOD HOLDING PTE. LTD.,SW04150L002,638A JURONG WEST STREET 61 #01-22 PIONEER MALL SINGAPORE 641638,A,na,na,na
18903,GOLDEN ROOSTER PTE. LTD.,SW04150L001,638A JURONG WEST STREET 61 #01-22 PIONEER MALL SINGAPORE 641638,A,na,na,na
18904,DAVID LOW ENG WAI (DAVID LIU YINGHUAI,SW04131X003,50 GUL ROAD STAFF CAFETERIA SINGAPORE 629351,A,na,na,na
18905,ONG TECK KWAN,SW04131X002,50 GUL ROAD STAFF CAFETERIA SINGAPORE 629351,A,na,na,na
18906,KING COFFEE HOUSE PTE. LTD.,SW04131X001,50 GUL ROAD STAFF CAFETERIA SINGAPORE 629351,A,4,na,na
18907,ASAN RESTAURANT (S) PTE. LTD.,SW04127K003,41 SOON LEE ROAD SCAL DORMITORY (GREENFIELD) SINGAPORE 628085,B,na,na,na
18908,ASAN RESTAURANT (S) PTE. LTD.,SW04127K002,41 SOON LEE ROAD SCAL DORMITORY (GREENFIELD) SINGAPORE 628085,B,na,na,na
18909,Lee Teck Heng,SW04064E004,50 BUKIT BATOK STREET 23 #01-16 MIDVIEW BUILDING SINGAPORE 659578,B,na,na,na
18910,Lee Teck Heng,SW04064E003,50 BUKIT BATOK STREET 23 #01-16 MIDVIEW BUILDING SINGAPORE 659578,B,na,na,na
18911,MUHAMAD RIDUWAN BIN ABDUL RAHIM,SW04064E002,50 BUKIT BATOK STREET 23 #01-16 MIDVIEW BUILDING SINGAPORE 659578,na,na,na,na
18912,TAN CHOON HIANG,SW04064E001,50 BUKIT BATOK STREET 23 #01-16 MIDVIEW BUILDING SINGAPORE 659578,B,na,na,na
18913,HOW KECK HUA,SW03054X008,65 JURONG EAST STREET 13 FUHUA PRIMARY SCHOOL SINGAPORE 609647,A,na,na,na
18914,NG CHAI HONG,SW03054X007,65 JURONG EAST STREET 13 FUHUA PRIMARY SCHOOL SINGAPORE 609647,A,na,na,na
